3.711167637	3.35764	1	0	0
3.731199706	1.821481818	1	0	0
4.10941198	3.302440726	1	0	0
2.539639731	3.665284463	1	0	0
2.520918794	3.276625694	1	0	0
3.508318723	4.353287245	1	0	0
2.557369342	2.77619376	1	0	0
5.503764585	3.732069934	1	0	0
2.691551738	3.938817219	1	0	0
3.281365263	2.507088459	1	0	0
4.309355961	1.767585029	1	0	0
2.274604497	4.068448755	1	0	0
3.131611012	2.753058336	1	0	0
3.663936183	3.948197209	1	0	0
2.423871369	3.936335697	1	0	0
1.911455675	2.843969383	1	0	0
3.773012303	3.769282582	1	0	0
3.37901524	1.738617115	1	0	0
2.711450981	1.660712545	1	0	0
1.202524029	3.722916281	1	0	0
1.077976336	2.133684758	1	0	0
4.990710826	4.136048004	1	0	0
2.807403693	3.902200266	1	0	0
3.971645462	3.029887123	1	0	0
4.27375017	2.717512174	1	0	0
2.918030558	2.14855685	1	0	0
1.891050602	1.768828328	1	0	0
4.173393131	4.450043281	1	0	0
3.262431945	4.162404667	1	0	0
2.5373319	2.859637148	1	0	0
3.066247036	4.442515442	1	0	0
3.747339548	2.350461349	1	0	0
1.158040495	2.031425136	1	0	0
3.308442138	3.163343336	1	0	0
4.684451634	2.917314957	1	0	0
2.13152586	3.075967266	1	0	0
3.192553218	4.500117205	1	0	0
4.257449059	4.541342234	1	0	0
0.934689736	2.723219611	1	0	0
2.81279036	2.47549926	1	0	0
4.206659449	1.227373333	1	0	0
4.56272721	2.356425673	1	0	0
3.42162766	2.455820402	1	0	0
1.081216459	2.934401328	1	0	0
3.798294107	3.571630299	1	0	0
2.691151255	2.33698065	1	0	0
2.894094367	3.813812972	1	0	0
3.308964018	4.476915853	1	0	0
1.919912304	4.1447759	1	0	0
2.144167023	5.801477949	1	0	0
4.411389854	2.770875865	1	0	0
3.405738564	3.196767863	1	0	0
4.457612052	3.796569209	1	0	0
2.362103966	4.02348204	1	0	0
1.92293528	4.153937629	1	0	0
2.14669177	3.899404794	1	0	0
0.715374124	4.13002534	1	0	0
4.669791115	0.946934317	1	0	0
2.437850862	2.586500606	1	0	0
1.351258092	2.801920753	1	0	0
2.749464985	2.060446137	1	0	0
3.861665151	4.213838792	1	0	0
4.443512666	3.965267356	1	0	0
1.696744002	2.666473558	1	0	0
3.794753981	2.606688769	1	0	0
0.878808695	3.913595031	1	0	0
4.818508799	3.074059031	1	0	0
3.016734613	3.264308766	1	0	0
2.173064635	2.795887025	1	0	0
2.125959673	1.549670719	1	0	0
3.197161193	2.897052497	1	0	0
2.81959846	2.800330757	1	0	0
2.935355382	3.558008152	1	0	0
3.624871655	4.610706993	1	0	0
2.255740779	3.081650358	1	0	0
3.197958423	1.866002533	1	0	0
3.791107729	4.108369214	1	0	0
4.868927138	1.878318315	1	0	0
3.773684153	1.689403232	1	0	0
3.42537806	2.424446795	1	0	0
4.468034291	3.111807842	1	0	0
3.281378648	4.473230122	1	0	0
1.756802723	1.680534747	1	0	0
3.476900869	3.757709146	1	0	0
2.915283104	3.257707984	1	0	0
3.360586808	2.728039647	1	0	0
1.765268753	3.430973576	1	0	0
1.527668532	4.107055453	1	0	0
4.375009782	2.188694264	1	0	0
3.631512385	1.785046846	1	0	0
2.106512239	4.148447285	1	0	0
2.039331014	4.438824774	1	0	0
2.368718456	2.909018433	1	0	0
4.421555717	3.267588821	1	0	0
3.970208609	2.946690958	1	0	0
2.590954297	1.881773056	1	0	0
2.893714311	3.566168365	1	0	0
1.996196655	5.259099408	1	0	0
3.307617464	1.795776037	1	0	0
1.848902737	2.710787726	1	0	0
3.216987504	1.352150813	1	0	0
1.850931775	4.452544585	1	0	0
3.058363287	2.528476933	1	0	0
3.658312675	1.126331793	1	0	0
2.003320353	1.425569045	1	0	0
2.461332997	3.403531884	1	0	0
2.03542343	3.397752569	1	0	0
3.996906981	4.216476978	1	0	0
3.052614281	1.916697256	1	0	0
2.712168883	2.531094415	1	0	0
3.759919224	3.421872361	1	0	0
4.699515441	3.645499082	1	0	0
3.329306587	4.002463235	1	0	0
4.271196438	2.503750694	1	0	0
3.462143323	1.755431001	1	0	0
3.866563962	2.423903991	1	0	0
3.540617159	2.257247688	1	0	0
2.766038459	2.832132776	1	0	0
